section,subsection,shapefile,heading,lookup_value,intensity,image,text,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,283,,,In 1988 2228 acres burned in this location. That is equal to about 2025 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,284,,,In 1989 14 acres burned in this location. That is equal to about 12.7 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,285,,,In 1989 15 acres burned in this location. That is equal to about 13.6 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,286,,,In 1990 23 acres burned in this location. That is equal to about 20.9 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,287,,,In 1990 90 acres burned in this location. That is equal to about 81.8 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,288,,,In 1991 79 acres burned in this location. That is equal to about 71.8 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,289,,,In 1992 15 acres burned in this location. That is equal to about 13.6 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,290,,,In 1993 134 acres burned in this location. That is equal to about 121. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,291,,,In 1994 96 acres burned in this location. That is equal to about 87.2 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,292,,,In 1994 30 acres burned in this location. That is equal to about 27.2 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,293,,,In 1994 18 acres burned in this location. That is equal to about 16.3 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,294,,,In 1994 37 acres burned in this location. That is equal to about 33.6 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,295,,,In 1994 35 acres burned in this location. That is equal to about 31.8 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,296,,,In 1996 140 acres burned in this location. That is equal to about 127. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,297,,,In 1996 51 acres burned in this location. That is equal to about 46.3 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,298,,,In 1998 245 acres burned in this location. That is equal to about 222. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,299,,,In 2000 1482 acres burned in this location. That is equal to about 1347 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,300,,,In 2000 682 acres burned in this location. That is equal to about 620 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,301,,,In 2000 2181 acres burned in this location. That is equal to about 1982 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,302,,,In 2000 3114 acres burned in this location. That is equal to about 2830 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,303,,,In 2000 121 acres burned in this location. That is equal to about 110 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,304,,,In 2002 31 acres burned in this location. That is equal to about 28.1 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,305,,,In 2003 2754 acres burned in this location. That is equal to about 2503 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,306,,,In 2003 9 acres burned in this location. That is equal to about 8.18 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,307,,,In 2003 4447 acres burned in this location. That is equal to about 4042 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,308,,,In 2003 5 acres burned in this location. That is equal to about 4.54 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,309,,,In 2003 1991 acres burned in this location. That is equal to about 1810 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,310,,,In 2003 126 acres burned in this location. That is equal to about 114. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,311,,,In 2003 576 acres burned in this location. That is equal to about 523. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,312,,,In 2003 7262 acres burned in this location. That is equal to about 6601 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,313,,,In 2003 53 acres burned in this location. That is equal to about 48.1 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,314,,,In 2003 816 acres burned in this location. That is equal to about 741. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,315,,,In 2003 1469 acres burned in this location. That is equal to about 1336 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,316,,,In 2003 194 acres burned in this location. That is equal to about 176. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,317,,,In 2003 16 acres burned in this location. That is equal to about 14.5 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,318,,,In 2003 5 acres burned in this location. That is equal to about 4.54 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,319,,,In 2003 1126 acres burned in this location. That is equal to about 1024 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,320,,,In 2003 4921 acres burned in this location. That is equal to about 4473 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,321,,,In 2003 289 acres burned in this location. That is equal to about 262. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,322,,,In 2003 2823 acres burned in this location. That is equal to about 2566 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,323,,,In 2003 119 acres burned in this location. That is equal to about 108. footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,324,,,In 2003 2063 acres burned in this location. That is equal to about 1875 footbal fields.,,,
Past Events,Historic Events,Fire_Hist_Bound,Historic Fires,325,,,This location does not have a record of wildfire between 1889 and 2003.,,,
,,,,,,,,,,
Past Events,Historic Events,EQ_Historic_Distance,Historic Quakes,1,,,"The nearest historic earthquake to you was a magnitude 3 and occurred in 2004. This earthquake likely caused slight shaking, but may not have been recognized as an earthquake. It would have felt similar to the vibrations of a passing truck.",,,
Past Events,Historic Events,EQ_Historic_Distance,Historic Quakes,2,,,"The nearest historic earthquake to you was a magnitude 3.2 and occurred in 1990. This earthquake likely caused slight shaking, but may not have been recognized as an earthquake. It would have felt similar to the vibrations of a passing truck.",,,
Past Events,Historic Events,EQ_Historic_Distance,Historic Quakes,3,,,"The nearest historic earthquake to you was a magnitude 3 and occurred in 1983. This earthquake likely caused slight shaking, but may not have been recognized as an earthquake. It would have felt similar to the vibrations of a passing truck.",,,
Past Events,Historic Events,EQ_Historic_Distance,Historic Quakes,4,,,"The nearest historic earthquake to you was a magnitude 3 and occurred in 1978. This earthquake likely caused slight shaking, but may not have been recognized as an earthquake. It would have felt similar to the vibrations of a passing truck.",,,
Past Events,Historic Events,EQ_Historic_Distance,Historic Quakes,5,,,"The nearest historic earthquake to you was a magnitude 3.2 and occurred in 2007. This earthquake likely caused slight shaking, but may not have been recognized as an earthquake. It would have felt similar to the vibrations of a passing truck.",,,
Past Events,Historic Events,EQ_Historic_Distance,Historic Quakes,6,,,"The nearest historic earthquake to you was a magnitude 3.6 and occurred in 1989. This earthquake likely caused slight shaking, but may not have been recognized as an earthquake. It would have felt similar to the vibrations of a passing truck.",,,
Past Events,Historic Events,EQ_Historic_Distance,Historic Quakes,7,,,"The nearest historic earthquake to you was a magnitude 3.1 and occurred in 1999. This earthquake likely caused slight shaking, but may not have been recognized as an earthquake. It would have felt similar to the vibrations of a passing truck.",,,
Past Events,Historic Events,EQ_Historic_Distance,Historic Quakes,8,,,"The nearest historic earthquake to you was a magnitude 3 and occurred in 2003. This earthquake likely caused slight shaking, but may not have been recognized as an earthquake. It would have felt similar to the vibrations of a passing truck.",,,
Past Events,Historic Events,EQ_Historic_Distance,Historic Quakes,9,,,"The nearest historic earthquake to you was a magnitude 3 and occurred in 2004. This earthquake likely caused slight shaking, but may not have been recognized as an earthquake. It would have felt similar to the vibrations of a passing truck.",,,
Past Events,Historic Events,EQ_Historic_Distance,Historic Quakes,10,,,"The nearest historic earthquake to you was a magnitude 3.3 and occurred in 1983. This earthquake likely caused slight shaking, but may not have been recognized as an earthquake. It would have felt similar to the vibrations of a passing truck.",,,
Past Events,Historic Events,EQ_Historic_Distance,Historic Quakes,11,,,"The nearest historic earthquake to you was a magnitude 3 and occurred in 2013. This earthquake likely caused slight shaking, but may not have been recognized as an earthquake. It would have felt similar to the vibrations of a passing truck.",,,
Past Events,Historic Events,EQ_Historic_Distance,Historic Quakes,12,,,"The nearest historic earthquake to you was a magnitude 3.7 and occurred in 1978. This earthquake likely caused slight shaking, but may not have been recognized as an earthquake. It would have felt similar to the vibrations of a passing truck.",,,
Past Events,Historic Events,EQ_Historic_Distance,Historic Quakes,13,,,"The nearest historic earthquake to you was a magnitude 3.2 and occurred in 1978. This earthquake likely caused slight shaking, but may not have been recognized as an earthquake. It would have felt similar to the vibrations of a passing truck.",,,
Past Events,Historic Events,EQ_Historic_Distance,Historic Quakes,14,,,The nearest historic earthquake to you was a magnitude 4.3 and occurred in 1978. This earthquake would have been felt by many people and may have caused dishes to be disturbed. It would have felt like a heavy truck hitting a building.,,,
Past Events,Historic Events,EQ_Historic_Distance,Historic Quakes,15,,,"The nearest historic earthquake to you was a magnitude 3.2 and occurred in 1991. This earthquake likely caused slight shaking, but may not have been recognized as an earthquake. It would have felt similar to the vibrations of a passing truck.",,,
Past Events,Historic Events,EQ_Historic_Distance,Historic Quakes,16,,,"The nearest historic earthquake to you was a magnitude 3.2 and occurred in 1987. This earthquake likely caused slight shaking, but may not have been recognized as an earthquake. It would have felt similar to the vibrations of a passing truck.",,,
Past Events,Historic Events,EQ_Historic_Distance,Historic Quakes,17,,,"The nearest historic earthquake to you was a magnitude 3.2 and occurred in 1987. This earthquake likely caused slight shaking, but may not have been recognized as an earthquake. It would have felt similar to the vibrations of a passing truck.",,,
Past Events,Historic Events,EQ_Historic_Distance,Historic Quakes,18,,,"The nearest historic earthquake to you was a magnitude 3.2 and occurred in 2009. This earthquake likely caused slight shaking, but may not have been recognized as an earthquake. It would have felt similar to the vibrations of a passing truck.",,,
